Date_year,open,high_value,low,close,adjclose,total_volume,ticker
12/21/2021,10.02999973,10.02999973,10.02999973,10.02999973,10.02999973,125,XFINU
12/22/2021,11.02999973,11.02999973,10.14000034,10.14000034,10.14000034,4979,XFINU
12/23/2021,10.5,10.5,10.18999958,10.19999981,10.19999981,1938,XFINU
12/27/2021,10.19999981,10.19999981,10.19999981,10.19999981,10.19999981,0,XFINU
12/28/2021,10.19999981,10.19999981,10.14999962,10.14999962,10.14999962,1794,XFINU
12/29/2021,10.14999962,10.14999962,10.14999962,10.14999962,10.14999962,0,XFINU
12/30/2021,10.14999962,10.14999962,10.14999962,10.14999962,10.14999962,153,XFINU
12/31/2021,10.14999962,10.14999962,10.14999962,10.14999962,10.14999962,0,XFINU
1/3/2022,10.14999962,10.14999962,10.14999962,10.14999962,10.14999962,0,XFINU
1/4/2022,10.09500027,10.14000034,10.09500027,10.14000034,10.14000034,1492,XFINU
1/5/2022,10.14000034,10.14000034,10.14000034,10.14000034,10.14000034,8689,XFINU
1/6/2022,11.01000023,11.01000023,10.11999989,10.13000011,10.13000011,17852,XFINU
1/7/2022,10.17000008,10.17000008,10.17000008,10.17000008,10.17000008,300,XFINU
1/10/2022,10.14999962,10.14999962,10.11999989,10.11999989,10.11999989,430,XFINU
1/11/2022,10.11999989,10.11999989,10.11999989,10.11999989,10.11999989,0,XFINU
1/12/2022,10.14999962,10.14999962,10.14999962,10.14999962,10.14999962,4943,XFINU
1/13/2022,10.21000004,10.21000004,10.21000004,10.21000004,10.21000004,125,XFINU
1/14/2022,10.21000004,10.21000004,10.21000004,10.21000004,10.21000004,0,XFINU
1/18/2022,10.21000004,10.21000004,10.21000004,10.21000004,10.21000004,0,XFINU
1/19/2022,10.11999989,10.11999989,10.11999989,10.11999989,10.11999989,234,XFINU
1/20/2022,10.11999989,10.11999989,10.11999989,10.11999989,10.11999989,792,XFINU
1/21/2022,10.11999989,10.11999989,10.11999989,10.11999989,10.11999989,0,XFINU
1/24/2022,10.11999989,10.11999989,10.11999989,10.11999989,10.11999989,0,XFINU
1/25/2022,10.11999989,10.11999989,10.11999989,10.11999989,10.11999989,0,XFINU
1/26/2022,10.11999989,10.11999989,10.11999989,10.11999989,10.11999989,0,XFINU
1/27/2022,10.02999973,10.02999973,10.02999973,10.02999973,10.02999973,200,XFINU
1/28/2022,10.02999973,10.02999973,10.02999973,10.02999973,10.02999973,0,XFINU
1/31/2022,10.10000038,10.10000038,10.05000019,10.05000019,10.05000019,3601,XFINU
2/1/2022,10.05000019,10.05000019,10.05000019,10.05000019,10.05000019,0,XFINU
2/2/2022,10.05000019,10.05000019,10.05000019,10.05000019,10.05000019,400,XFINU
2/3/2022,10.05000019,10.05000019,10.05000019,10.05000019,10.05000019,0,XFINU
2/4/2022,10.06999969,10.07999992,10.06999969,10.06999969,10.06999969,64705,XFINU
2/7/2022,10.06999969,10.06999969,10.06999969,10.06999969,10.06999969,0,XFINU
2/8/2022,10.06999969,10.06999969,10.06999969,10.06999969,10.06999969,0,XFINU
2/9/2022,10.06999969,10.06999969,10.06999969,10.06999969,10.06999969,0,XFINU
2/10/2022,10.10000038,10.10000038,10.07999992,10.07999992,10.07999992,782,XFINU
2/11/2022,10.07999992,10.07999992,10.07999992,10.07999992,10.07999992,0,XFINU
2/14/2022,10.07999992,10.07999992,10.07999992,10.07999992,10.07999992,0,XFINU
2/15/2022,10.06000042,10.06000042,10.02999973,10.03999996,10.03999996,10000,XFINU
2/16/2022,10.06000042,10.06000042,10.06000042,10.06000042,10.06000042,3090,XFINU
2/17/2022,10.06499958,10.06499958,10.05000019,10.05000019,10.05000019,25000,XFINU
2/18/2022,10.06999969,10.06999969,10.06980038,10.06980038,10.06980038,2683,XFINU
2/22/2022,10.07999992,10.07999992,10.07999992,10.07999992,10.07999992,20430,XFINU
2/23/2022,10.07999992,10.07999992,10.07999992,10.07999992,10.07999992,0,XFINU
2/24/2022,10.06999969,10.06999969,10.06999969,10.06999969,10.06999969,300,XFINU
2/25/2022,10.06000042,10.07009983,10.06000042,10.07009983,10.07009983,93031,XFINU
2/28/2022,10.06999969,10.08679962,10.06999969,10.06999969,10.06999969,1184,XFINU
3/1/2022,10.07999992,10.14000034,10.07999992,10.14000034,10.14000034,19684,XFINU
3/2/2022,10.14000034,10.14000034,10.14000034,10.14000034,10.14000034,0,XFINU
3/3/2022,10.14000034,10.14000034,10.14000034,10.14000034,10.14000034,0,XFINU
3/4/2022,10.14000034,10.14000034,10.14000034,10.14000034,10.14000034,0,XFINU
3/7/2022,10.13000011,10.13000011,10.13000011,10.13000011,10.13000011,1790,XFINU
3/8/2022,10.14000034,10.14000034,10.14000034,10.14000034,10.14000034,147,XFINU
3/9/2022,10.11200047,10.11200047,10.10039997,10.10039997,10.10039997,1000,XFINU
3/10/2022,10.10039997,10.10039997,10.10039997,10.10039997,10.10039997,0,XFINU
3/11/2022,10.10000038,10.10000038,10.10000038,10.10000038,10.10000038,76841,XFINU
3/14/2022,10.10000038,10.10000038,10.10000038,10.10000038,10.10000038,0,XFINU
3/15/2022,10.03999996,10.03999996,10.03999996,10.03999996,10.03999996,110,XFINU
3/16/2022,10.03999996,10.03999996,10.03999996,10.03999996,10.03999996,0,XFINU
3/17/2022,10.03999996,10.03999996,10.03999996,10.03999996,10.03999996,0,XFINU
3/18/2022,10.03999996,10.03999996,10.03999996,10.03999996,10.03999996,0,XFINU
3/21/2022,10.03999996,10.03999996,10.03999996,10.03999996,10.03999996,0,XFINU
3/22/2022,10.10000038,10.14999962,10.09000015,10.09000015,10.09000015,34255,XFINU
3/23/2022,10.09000015,10.09000015,10.09000015,10.09000015,10.09000015,0,XFINU
3/24/2022,10.07999992,10.07999992,10.07999992,10.07999992,10.07999992,203,XFINU
3/25/2022,10.07999992,10.07999992,10.07999992,10.07999992,10.07999992,0,XFINU
3/28/2022,10.07999992,10.07999992,10.07999992,10.07999992,10.07999992,0,XFINU
3/29/2022,10.05000019,10.05000019,10.05000019,10.05000019,10.05000019,4300,XFINU
3/30/2022,10.06000042,10.06000042,10.06000042,10.06000042,10.06000042,100,XFINU
3/31/2022,10.06000042,10.06000042,10.06000042,10.06000042,10.06000042,0,XFINU
4/1/2022,10.06000042,10.06000042,10.06000042,10.06000042,10.06000042,0,XFINU
4/4/2022,10.13000011,10.13000011,10.13000011,10.13000011,10.13000011,1260,XFINU
4/5/2022,10.13000011,10.13000011,10.13000011,10.13000011,10.13000011,0,XFINU
4/6/2022,10.07999992,10.07999992,10.06999969,10.06999969,10.06999969,1200,XFINU
4/7/2022,10.11999989,10.11999989,10.02999973,10.02999973,10.02999973,25563,XFINU
4/8/2022,10.05000019,10.05000019,10.0340004,10.0340004,10.0340004,1742,XFINU
4/11/2022,10.0340004,10.0340004,10.0340004,10.0340004,10.0340004,0,XFINU
4/12/2022,10.0340004,10.0340004,10.0340004,10.0340004,10.0340004,0,XFINU
4/13/2022,10.0340004,10.0340004,10.0340004,10.0340004,10.0340004,0,XFINU
4/14/2022,10.0340004,10.0340004,10.0340004,10.0340004,10.0340004,0,XFINU
4/18/2022,10.0340004,10.0340004,10.0340004,10.0340004,10.0340004,0,XFINU
4/19/2022,10.0340004,10.0340004,10.0340004,10.0340004,10.0340004,0,XFINU
4/20/2022,10.0340004,10.0340004,10.0340004,10.0340004,10.0340004,0,XFINU
4/21/2022,10.0340004,10.0340004,10.0340004,10.0340004,10.0340004,0,XFINU
4/22/2022,10.0340004,10.0340004,10.0340004,10.0340004,10.0340004,0,XFINU
4/25/2022,10.02999973,10.02999973,10.02999973,10.02999973,10.02999973,1970,XFINU
4/26/2022,10.02000046,10.02000046,10.02000046,10.02000046,10.02000046,1500,XFINU
4/27/2022,10.02000046,10.02000046,10.02000046,10.02000046,10.02000046,0,XFINU
4/28/2022,10.02000046,10.02000046,10.02000046,10.02000046,10.02000046,0,XFINU
4/29/2022,10.02000046,10.02000046,10.02000046,10.02000046,10.02000046,0,XFINU
5/2/2022,10.02000046,10.02000046,10.02000046,10.02000046,10.02000046,0,XFINU
5/3/2022,10.02000046,10.02000046,10.02000046,10.02000046,10.02000046,0,XFINU
5/4/2022,10.02000046,10.02000046,10.02000046,10.02000046,10.02000046,0,XFINU
5/5/2022,10.02000046,10.02000046,10.02000046,10.02000046,10.02000046,0,XFINU
5/6/2022,10.02000046,10.02000046,10.02000046,10.02000046,10.02000046,0,XFINU
5/9/2022,10.02000046,10.02000046,10.02000046,10.02000046,10.02000046,0,XFINU
5/10/2022,10.02000046,10.02000046,10.02000046,10.02000046,10.02000046,0,XFINU
5/11/2022,10.02000046,10.02000046,10.02000046,10.02000046,10.02000046,0,XFINU
5/12/2022,10.02000046,10.02000046,10.02000046,10.02000046,10.02000046,0,XFINU
5/13/2022,10.02000046,10.02000046,10.02000046,10.02000046,10.02000046,0,XFINU
5/16/2022,10.02000046,10.02000046,10.02000046,10.02000046,10.02000046,0,XFINU
5/17/2022,10.02000046,10.02000046,10.02000046,10.02000046,10.02000046,0,XFINU
5/18/2022,10.02000046,10.02000046,10.02000046,10.02000046,10.02000046,0,XFINU
5/19/2022,10.02000046,10.02000046,10.02000046,10.02000046,10.02000046,0,XFINU
5/20/2022,10.02000046,10.02000046,10.02000046,10.02000046,10.02000046,0,XFINU
5/23/2022,10.02000046,10.02000046,10.01500034,10.02000046,10.02000046,14723,XFINU
5/24/2022,10.02000046,10.02009964,9.989999771,10.02000046,10.02000046,17277,XFINU
5/25/2022,10.02000046,10.02000046,10.02000046,10.02000046,10.02000046,0,XFINU
5/26/2022,10.02000046,10.02000046,10.02000046,10.02000046,10.02000046,0,XFINU
5/27/2022,10.02000046,10.02000046,10.02000046,10.02000046,10.02000046,170,XFINU
5/31/2022,10,10,10,10,10,103,XFINU
6/1/2022,10,10,10,10,10,0,XFINU
6/2/2022,10,10,10,10,10,0,XFINU
6/3/2022,10,10,10,10,10,0,XFINU
6/6/2022,10,10,10,10,10,0,XFINU
6/7/2022,10,10,10,10,10,0,XFINU
6/8/2022,10,10,10,10,10,0,XFINU
6/9/2022,9.99090004,9.99090004,9.99090004,9.99090004,9.99090004,1000,XFINU
6/10/2022,10,10.02680016,9.989999771,10,10,16469,XFINU
6/13/2022,10,10,9.989999771,9.989999771,9.989999771,40400,XFINU
6/14/2022,9.979999542,9.979999542,9.979999542,9.979999542,9.979999542,303,XFINU
6/15/2022,10,10,9.989999771,9.989999771,9.989999771,3188,XFINU
6/16/2022,10,10,9.970000267,9.979999542,9.979999542,58989,XFINU
6/17/2022,9.970100403,9.970100403,9.970100403,9.970100403,9.970100403,1130,XFINU
6/21/2022,10,10,10,10,10,12220,XFINU
6/22/2022,10,10,10,10,10,0,XFINU
6/23/2022,9.949999809,9.990200043,9.949999809,9.971500397,9.971500397,2147,XFINU
6/24/2022,9.971500397,9.971500397,9.971500397,9.971500397,9.971500397,0,XFINU
6/27/2022,10.10999966,10.10999966,10.10999966,10.10999966,10.10999966,287,XFINU
6/28/2022,10.10999966,10.10999966,10.10999966,10.10999966,10.10999966,0,XFINU
6/29/2022,10.10999966,10.10999966,10.10999966,10.10999966,10.10999966,0,XFINU
6/30/2022,9.970000267,9.970100403,9.970000267,9.970100403,9.970100403,2572,XFINU
7/1/2022,9.970100403,9.970100403,9.970100403,9.970100403,9.970100403,0,XFINU
7/5/2022,10.02999973,10.02999973,9.960000038,10.02999973,10.02999973,3709,XFINU
7/6/2022,10.06719971,10.06719971,10.05000019,10.05000019,10.05000019,766,XFINU
7/7/2022,9.949999809,10.05000019,9.949999809,10.05000019,10.05000019,3098,XFINU
7/8/2022,10.05000019,10.05000019,10.05000019,10.05000019,10.05000019,0,XFINU
7/11/2022,10.05000019,10.05000019,10.05000019,10.05000019,10.05000019,551,XFINU
7/12/2022,9.895999908,10.11999989,9.803199768,10.11999989,10.11999989,2700,XFINU
7/13/2022,10.11999989,10.11999989,10.11999989,10.11999989,10.11999989,0,XFINU
7/14/2022,10.11999989,10.11999989,10.11999989,10.11999989,10.11999989,0,XFINU
7/15/2022,10.11999989,10.11999989,10.11999989,10.11999989,10.11999989,0,XFINU
7/18/2022,10.11999989,10.11999989,10.11999989,10.11999989,10.11999989,0,XFINU
7/19/2022,10.01000023,10.01000023,9.979999542,9.979999542,9.979999542,1125,XFINU
7/20/2022,9.979999542,9.979999542,9.979999542,9.979999542,9.979999542,0,XFINU
7/21/2022,9.979999542,9.979999542,9.979999542,9.979999542,9.979999542,0,XFINU
7/22/2022,9.979999542,9.979999542,9.979999542,9.979999542,9.979999542,0,XFINU
7/25/2022,9.979999542,9.979999542,9.979999542,9.979999542,9.979999542,0,XFINU
7/26/2022,9.979999542,9.979999542,9.979999542,9.979999542,9.979999542,0,XFINU
7/27/2022,9.979999542,9.979999542,9.979999542,9.979999542,9.979999542,0,XFINU
7/28/2022,9.979999542,9.979999542,9.979999542,9.979999542,9.979999542,0,XFINU
7/29/2022,9.979999542,9.979999542,9.979999542,9.979999542,9.979999542,0,XFINU
8/1/2022,9.979999542,9.979999542,9.979999542,9.979999542,9.979999542,0,XFINU
8/2/2022,9.979999542,10,9.979999542,10,10,533,XFINU
8/3/2022,10,10,10,10,10,0,XFINU
8/4/2022,10,10,10,10,10,0,XFINU
8/5/2022,10,10,10,10,10,0,XFINU
8/8/2022,10,10,10,10,10,0,XFINU
8/9/2022,10,10,10,10,10,0,XFINU
8/10/2022,10,10.02999973,10,10,10,1447,XFINU
8/11/2022,10,10,10,10,10,0,XFINU
8/12/2022,10,10,10,10,10,0,XFINU
8/15/2022,10,10,10,10,10,0,XFINU
8/16/2022,10,10,10,10,10,0,XFINU
8/17/2022,10,10,10,10,10,0,XFINU
8/18/2022,10,10,10,10,10,0,XFINU
8/19/2022,10,10,10,10,10,0,XFINU
8/22/2022,10,10,10,10,10,0,XFINU
8/23/2022,10,10,10,10,10,0,XFINU
8/24/2022,10,10,10,10,10,0,XFINU
8/25/2022,10,10,10,10,10,0,XFINU
8/26/2022,10,10,10,10,10,0,XFINU
8/29/2022,10,10,10,10,10,0,XFINU
8/30/2022,9.989999771,9.989999771,9.989999771,9.989999771,9.989999771,1092,XFINU
8/31/2022,9.989999771,9.989999771,9.989999771,9.989999771,9.989999771,0,XFINU
9/1/2022,10,10,9.979999542,10,10,2311,XFINU
9/2/2022,9.979999542,9.979999542,9.960000038,9.970000267,9.970000267,13863,XFINU
9/6/2022,9.970000267,9.970000267,9.970000267,9.970000267,9.970000267,0,XFINU
9/7/2022,9.970000267,9.970000267,9.970000267,9.970000267,9.970000267,141,XFINU
9/8/2022,9.970000267,9.970000267,9.970000267,9.970000267,9.970000267,0,XFINU
9/9/2022,9.970000267,9.970000267,9.970000267,9.970000267,9.970000267,0,XFINU
9/12/2022,10,10,10,10,10,3200,XFINU
9/13/2022,10.09000015,10.09000015,10.09000015,10.09000015,10.09000015,300,XFINU
9/14/2022,10,10,10,10,10,1000,XFINU
9/15/2022,10,10,10,10,10,2800,XFINU
9/16/2022,10.09000015,10.09000015,10.09000015,10.09000015,10.09000015,100,XFINU
9/19/2022,10.09000015,10.09000015,10.09000015,10.09000015,10.09000015,0,XFINU
9/20/2022,10.09000015,10.09000015,10.09000015,10.09000015,10.09000015,0,XFINU
9/21/2022,10,10,10,10,10,1300,XFINU
9/22/2022,10,10,10,10,10,0,XFINU
9/23/2022,10,10,10,10,10,0,XFINU
9/26/2022,10,10.02999973,10,10.02999973,10.02999973,1067,XFINU
9/27/2022,10.02999973,10.02999973,10.02999973,10.02999973,10.02999973,0,XFINU
9/28/2022,10.01650047,10.01650047,10.01650047,10.01650047,10.01650047,1000,XFINU
9/29/2022,10.01650047,10.01650047,10.01650047,10.01650047,10.01650047,0,XFINU
9/30/2022,10.01650047,10.01650047,10.01650047,10.01650047,10.01650047,0,XFINU
10/3/2022,10.01650047,10.01650047,10.01650047,10.01650047,10.01650047,0,XFINU
10/4/2022,10.01650047,10.01650047,10.01650047,10.01650047,10.01650047,0,XFINU
10/5/2022,10.02999973,10.02999973,10.02000046,10.02000046,10.02000046,718,XFINU
10/6/2022,10.02000046,10.02000046,10.02000046,10.02000046,10.02000046,0,XFINU
10/7/2022,10.02999973,10.02999973,10.02999973,10.02999973,10.02999973,15944,XFINU
10/10/2022,10.02999973,10.02999973,10.02999973,10.02999973,10.02999973,200,XFINU
10/11/2022,10.02999973,10.02999973,10.02999973,10.02999973,10.02999973,0,XFINU
10/12/2022,10.02999973,10.02999973,10.02999973,10.02999973,10.02999973,3500,XFINU
10/13/2022,10.02999973,10.02999973,10.02999973,10.02999973,10.02999973,0,XFINU
10/14/2022,10.02999973,10.02999973,10.02999973,10.02999973,10.02999973,0,XFINU
10/17/2022,10.02999973,10.02999973,10.02999973,10.02999973,10.02999973,0,XFINU
10/18/2022,10.00010014,10.02999973,10.00010014,10.02000046,10.02000046,1600,XFINU
10/19/2022,10.02000046,10.02000046,10.02000046,10.02000046,10.02000046,0,XFINU
10/20/2022,10.02999973,10.05000019,10.00500011,10.05000019,10.05000019,11609,XFINU
10/21/2022,10.05000019,10.05000019,10.05000019,10.05000019,10.05000019,0,XFINU
10/24/2022,10.07999992,10.07999992,10.07999992,10.07999992,10.07999992,700,XFINU
10/25/2022,10.07999992,10.07999992,10.07999992,10.07999992,10.07999992,0,XFINU
10/26/2022,10.07999992,10.07999992,10.07999992,10.07999992,10.07999992,0,XFINU
10/27/2022,10.07999992,10.07999992,10.07999992,10.07999992,10.07999992,0,XFINU
10/28/2022,10.07999992,10.07999992,10.07999992,10.07999992,10.07999992,0,XFINU
10/31/2022,10.07999992,10.07999992,10.07999992,10.07999992,10.07999992,0,XFINU
11/1/2022,10.10999966,10.10999966,10.01000023,10.01000023,10.01000023,1050,XFINU
11/2/2022,10.01000023,10.01000023,10.01000023,10.01000023,10.01000023,0,XFINU
11/3/2022,10.01000023,10.01000023,10.01000023,10.01000023,10.01000023,0,XFINU
11/4/2022,10.01000023,10.01000023,10.01000023,10.01000023,10.01000023,0,XFINU
11/7/2022,10.09000015,10.09000015,10.08990002,10.09000015,10.09000015,30056,XFINU
11/8/2022,10.09000015,10.09000015,10.09000015,10.09000015,10.09000015,0,XFINU
11/9/2022,10.06999969,10.06999969,10.06999969,10.06999969,10.06999969,1100,XFINU
11/10/2022,10.06999969,10.06999969,10.06999969,10.06999969,10.06999969,0,XFINU
11/11/2022,10.06999969,10.06999969,10.06999969,10.06999969,10.06999969,0,XFINU
11/14/2022,10.06999969,10.06999969,10.06999969,10.06999969,10.06999969,0,XFINU
11/15/2022,10.06999969,10.06999969,10.06999969,10.06999969,10.06999969,0,XFINU
11/16/2022,10.06999969,10.06999969,10.06999969,10.06999969,10.06999969,0,XFINU
11/17/2022,10.06000042,10.06000042,10.06000042,10.06000042,10.06000042,278,XFINU
11/18/2022,10.03999996,10.03999996,10.03999996,10.03999996,10.03999996,100,XFINU
11/21/2022,10.02000046,10.02000046,10.02000046,10.02000046,10.02000046,100,XFINU
11/22/2022,10.11999989,10.11999989,10.10000038,10.11999989,10.11999989,700,XFINU
11/23/2022,10.11999989,10.11999989,10.11999989,10.11999989,10.11999989,0,XFINU
11/25/2022,10.11999989,10.11999989,10.11999989,10.11999989,10.11999989,0,XFINU
11/28/2022,10.11999989,10.13000011,10.10000038,10.10999966,10.10999966,2100,XFINU
11/29/2022,10.10999966,10.10999966,10.10999966,10.10999966,10.10999966,0,XFINU
11/30/2022,10.10999966,10.10999966,10.10999966,10.10999966,10.10999966,0,XFINU
12/1/2022,10.10999966,10.10999966,10.10999966,10.10999966,10.10999966,0,XFINU
12/2/2022,10.10000038,10.10000038,10.10000038,10.10000038,10.10000038,267,XFINU
12/5/2022,10.10000038,10.10000038,10.10000038,10.10000038,10.10000038,0,XFINU
12/6/2022,10.10000038,10.10000038,10.10000038,10.10000038,10.10000038,0,XFINU
12/7/2022,10.10000038,10.10000038,10.10000038,10.10000038,10.10000038,0,XFINU
12/8/2022,10.10000038,10.10999966,10.07999992,10.10999966,10.10999966,970,XFINU
12/9/2022,10.10999966,10.10999966,10.10999966,10.10999966,10.10999966,0,XFINU
12/12/2022,10.10999966,10.10999966,10.10999966,10.10999966,10.10999966,0,XFINU
12/13/2022,10.10999966,10.10999966,10.10999966,10.10999966,10.10999966,0,XFINU
12/14/2022,10.10999966,10.10999966,10.10999966,10.10999966,10.10999966,0,XFINU
12/15/2022,10.10999966,10.10999966,10.10999966,10.10999966,10.10999966,0,XFINU
12/16/2022,10.02999973,10.02999973,10.02999973,10.02999973,10.02999973,100,XFINU
12/19/2022,10.10499954,10.10499954,10.10499954,10.10499954,10.10499954,200,XFINU
12/20/2022,10.10499954,10.10499954,10.10499954,10.10499954,10.10499954,0,XFINU
12/21/2022,10.10499954,10.10499954,10.10499954,10.10499954,10.10499954,0,XFINU
12/22/2022,10.10499954,10.10499954,10.10499954,10.10499954,10.10499954,0,XFINU
12/23/2022,10.10499954,10.10499954,10.10499954,10.10499954,10.10499954,0,XFINU
12/27/2022,10.10499954,10.10499954,10.10499954,10.10499954,10.10499954,0,XFINU
12/28/2022,10.19999981,10.19999981,10.19999981,10.19999981,10.19999981,100,XFINU
12/29/2022,10.19999981,10.19999981,10.19999981,10.19999981,10.19999981,100,XFINU
12/30/2022,10.19999981,10.19999981,10.19999981,10.19999981,10.19999981,100,XFINU
1/3/2023,10.19999981,10.19999981,10.19999981,10.19999981,10.19999981,100,XFINU
1/4/2023,10.19999981,10.19999981,10.19999981,10.19999981,10.19999981,0,XFINU
1/5/2023,10.19999981,10.19999981,10.19999981,10.19999981,10.19999981,0,XFINU
1/6/2023,10.19999981,10.19999981,10.19999981,10.19999981,10.19999981,0,XFINU
1/9/2023,10.22000027,10.22000027,10.22000027,10.22000027,10.22000027,100,XFINU
1/10/2023,10.22000027,10.22000027,10.22000027,10.22000027,10.22000027,0,XFINU
1/11/2023,10.22000027,10.22000027,10.22000027,10.22000027,10.22000027,100,XFINU
1/12/2023,10.21000004,10.21000004,10.21000004,10.21000004,10.21000004,100,XFINU
1/13/2023,10.22000027,10.22000027,10.22000027,10.22000027,10.22000027,100,XFINU
1/17/2023,10.22999954,10.22999954,10.22999954,10.22999954,10.22999954,100,XFINU
1/18/2023,10.23999977,10.25,10.23999977,10.25,10.25,1600,XFINU
1/19/2023,10.25,10.25,10.25,10.25,10.25,0,XFINU
1/20/2023,10.25,10.25,10.25,10.25,10.25,0,XFINU
1/23/2023,10.25,10.25,10.25,10.25,10.25,0,XFINU
1/24/2023,10.25,10.27000046,10.23999977,10.27000046,10.27000046,2849,XFINU
1/25/2023,10.27000046,10.27000046,10.27000046,10.27000046,10.27000046,100,XFINU
1/26/2023,10.27000046,10.27000046,10.27000046,10.27000046,10.27000046,100,XFINU
1/27/2023,10.30000019,10.32289982,10.30000019,10.32289982,10.32289982,2150,XFINU
1/30/2023,10.32289982,10.32289982,10.32289982,10.32289982,10.32289982,0,XFINU
1/31/2023,10.32999992,10.32999992,10.32999992,10.32999992,10.32999992,1000,XFINU
2/1/2023,10.30000019,10.30000019,10.30000019,10.30000019,10.30000019,1000,XFINU
2/2/2023,10.30000019,10.30000019,10.30000019,10.30000019,10.30000019,0,XFINU
2/3/2023,10.30000019,10.30000019,10.30000019,10.30000019,10.30000019,1000,XFINU
2/6/2023,10.30000019,10.30000019,10.30000019,10.30000019,10.30000019,0,XFINU
2/7/2023,10.34000015,10.34000015,10.34000015,10.34000015,10.34000015,5320,XFINU
2/8/2023,10.34500027,10.35000038,10.34500027,10.35000038,10.35000038,5118,XFINU
2/9/2023,10.35000038,10.35000038,10.35000038,10.35000038,10.35000038,0,XFINU
2/10/2023,10.35000038,10.36999989,10.35000038,10.36999989,10.36999989,5990,XFINU
2/13/2023,10.36999989,10.36999989,10.36999989,10.36999989,10.36999989,5020,XFINU
2/14/2023,10.31000042,10.38000011,10.31000042,10.38000011,10.38000011,6395,XFINU
2/15/2023,10.38000011,10.38000011,10.38000011,10.38000011,10.38000011,0,XFINU
2/16/2023,10.38000011,10.38000011,10.38000011,10.38000011,10.38000011,0,XFINU
